"TradingName","Address","PremisesUse","Ward","URL","lat","long","IssuedDate"
"UNI Restaurant","18A Ebury Street London SW1W 0LS","Revised Type - Restaurant","Knightsbridge and Belgravia","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MV0WL2RP0R000","51.49605824","-.14747764","2014-01-09 00:00:00"
"Palace Convenience Store","23 Buckingham Palace Road London SW1W 0PP","Type - Shop","St James's","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MK2K9DRP1GC00","51.49864216","-.14312268","2013-04-17 00:00:00"
"Pizza Hut","79 - 89 Oxford Street London W1D 2ET","Type - Restaurant","West End","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MXJAE4RP1GC00","51.51589406","-.13375904","2013-12-31 00:00:00"
"Cocoro Restaurant","31 Marylebone Lane London W1U 2NH","Type - Restaurant","Marylebone High Street","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MTOMIGRP1GC00","51.51673953","-.15080405","2014-01-10 00:00:00"
"Burger & Lobster","Basement And Ground Floor 6 Little Portland Street London W1W 7JE","Type - Restaurant","West End","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MXWDLFRP1FN00","51.51737577","-.14099163","2014-02-11 00:00:00"
"The Truscott Arms","55 Shirland Road London W9 2JD","Type - Public house or pub restaurant","Little Venice","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MLNX26RP17S00","51.52437141","-.18866712","2013-05-16 00:00:00"
"Not Recorded","63 Shirland Road London W9 2JD","Type - Shop","Little Venice","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=LWI1RJRP1DX00","51.52456748","-.18913505","2012-02-10 00:00:00"
"Kenrick's Bar","518 Harrow Road London W9 3QA","Type - Public house or pub restaurant","Harrow Road","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=LPLTU6RP1IC00","51.52515762","-.20295071","2011-09-29 00:00:00"
"Prince Of Wales Public House","351 Harrow Road London W9 3RA","Type - Public house or pub restaurant","Westbourne","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MXCDCHRP0R000","51.52404878","-.20159607","2014-01-02 00:00:00"
"The Edgar Wallace Public House","40 Essex Street London WC2R 3JF","Type - Pub or pub restaurant with lodge","St James's","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MW3LY1RP0R000","51.51276184","-.11278802","2013-12-24 00:00:00"
"West Cornwall Pasty Company","Unit 12 Marylebone Station Melcombe Place London NW1 6JJ","Type - Takeaway food outlet","Bryanston and Dorset Square","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=L0TL87RP1CU00","51.52310025","-.16301547","2010-05-25 00:00:00"
"The Landmark London Hotel","222 Marylebone Road London NW1 6JQ","Type - Hotel, 4+ star or major chain","Bryanston and Dorset Square","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MP20KZRP0R000","51.52178456","-.16283778","2013-07-08 00:00:00"
"Sainsbury Supermarket Ltd","99 Wilton Road London SW1V 1LL","Type - Hypermarket or superstore","Warwick","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MQJM9ORP0R000","51.49326996","-.14175635","2013-08-27 00:00:00"
"Duck & Rice","90-91 Berwick Street London W1F 0QB","Type - Restaurant","West End","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MRVMYARP17S00","51.51348621","-.13502483","2013-11-19 00:00:00"
"Shadow Lounge","Basement And Part Ground Floor 3-7 Brewer Street London W1F 0RD","Type - Night clubs and discos","West End","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MWXMZQRP1RW00","51.51234896","-.13363010","2013-12-31 00:00:00"
"Duke Of Argyll Public House","37 Brewer Street London W1F 0RY","Type - Public house or pub restaurant","West End","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=KWFYWQRP10000","51.51185390","-.13473121","2010-03-22 00:00:00"
"Sofra International Limited","19 Trebeck Street London W1J 7LU","Type - Office","West End","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=J2AFRRRPBP000","51.50626878","-.14716442","2008-01-23 00:00:00"
"Kings Arms","Whole Building 2 Shepherd Market London W1J 7QA","Type - Public house or pub restaurant","West End","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MPD07JRP0R000","51.50635148","-.14613797","2013-08-15 00:00:00"
"Brasserie Al Hamra","52 Shepherd Market London W1J 7QU","Type - Cafe","West End","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=J2DU1PRPBP000","51.50652712","-.14700984","2007-07-05 00:00:00"
"Sotheby's","34-35 New Bond Street London W1S 2RT","Type - Auction Rooms","West End","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MPPYDKRP0R000","51.51185314","-.14375290","2013-11-06 00:00:00"
"Pride Of Paddington Public House","1-3 Craven Road London W2 3BP","Type - Pub or pub restaurant with lodge","Hyde Park","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=LNAP4URP10L00","51.51492792","-.17638758","2012-12-07 00:00:00"
"Imperial College - Union Refectory Services","Beit Quad Beit Hall Prince Consort Road London SW7 2BB","Type - University land or building","Knightsbridge and Belgravia","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MZJUP3RP1RW00","51.50046906","-.17818945","2014-02-12 00:00:00"
"Jewel Piccadilly","Basement And Ground Floor And Part First Floor 4 - 6 Glasshouse Street London W1B 5DQ","Type - Restaurant","West End","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MO8K9FRP0R000","51.51038420","-.13505063","2013-08-15 00:00:00"
"The Warwick","1-2 Warwick Street London W1B 5LR","Type - Restaurant","West End","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MMHFB2RP0R000","51.51072614","-.13732806","2013-07-04 00:00:00"
"Amika","43 South Molton Street London W1K 5RW","Type - Restaurant","West End","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MYB7BPRP1RW00","51.51403833","-.14830482","2014-01-22 00:00:00"
"Spaghetti House","76 Duke Street London W1K 6JZ","Type - Restaurant","West End","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=L60D8RRP1EH00","51.51369062","-.15134547","2011-02-09 00:00:00"
"Carluccio's","7-8 Market Place London W1W 8AG","Type - Restaurant","West End","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MBO7X9RP17S00","51.51648206","-.14020648","2012-10-25 00:00:00"
"Ariana Restaurant","108 Bourne Terrace London W2 5TH","Type - Restaurant","Westbourne","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=LS6FNYRP17S00","51.52079490","-.19115856","2011-10-13 00:00:00"
"Hotel Chocolat","78 Strand London WC2R 0DE","Type - Shop","St James's","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MPMH5BRP1GC00","51.51000642","-.12208172","2013-07-22 00:00:00"
"Empire Cinemas","Ground Floor To Upper Floor 5 - 6 Leicester Square London WC2H 7NA","Type - Cinema","St James's","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MUI3LCRP1GC00","51.51087791","-.13047650","2013-12-19 00:00:00"
"Muriel's Kitchen","Queens House 7-9 Leicester Square London WC2H 7NA","Type - Restaurant","St James's","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MY9AYDRP1RW00","51.51097332","-.13025643","2014-01-21 00:00:00"
"Rise","Third Floor To Fifth Floor 1-4 Leicester Square London WC2H 7NA","Type - Night clubs and discos","St James's","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MWOA59RP1FN00","51.51084564","-.13070840","2013-12-05 00:00:00"
"The Clifton Hotel","96 Clifton Hill London NW8 0JT","Type - Public house or pub restaurant","Abbey Road","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MH129ZRP17S00","51.53594539","-.18522294","2013-02-01 00:00:00"
"Wright Brothers Soho","12 - 13 Kingly Street London W1B 5PB","Type - Restaurant","West End","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=M3ALNMRP17S00","51.51262509","-.13912414","2012-06-30 00:00:00"
"Dehesa","17 Kingly Street London W1B 5PU","Type - Restaurant","West End","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=JQB4R5RP0AK00","51.51278129","-.13933396","2007-10-22 00:00:00"
"Men-Ya Ittenbari","84 Brewer Street London W1F 9UB","Type - Restaurant","West End","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MV4PBHRP17S00","51.51076071","-.13724018","2013-11-04 00:00:00"
"Sandy's","14 Seymour Place London W1H 7NF","Type - Restaurant","Bryanston and Dorset Square","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=KZSBKHRP19700","51.51488614","-.16103994","2010-05-11 00:00:00"
"The Lockhart","Basement And Ground Floor 24 Seymour Place London W1H 7NL","Type - Restaurant","Bryanston and Dorset Square","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MO0UIQRP1GC00","51.51513059","-.16114539","2013-06-18 00:00:00"
"Gordons Wine Bar","47 Villiers Street London WC2N 6NE","Type - Wine bar","St James's","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=JB1LVRRP8Q000","51.50796807","-.12339042","2007-02-28 00:00:00"
"Price Waterhouse Coopers","Fifth Floor To Eighth Floor 80 Strand London WC2R 0DE","Type - Office","St James's","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=KHQDURRP13L00","51.51004974","-.12197906","2009-05-20 00:00:00"
"Oddbins","395 Strand London WC2R 0LP","Type - Shop","St James's","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=LS6C8ORP17S00","51.51056635","-.12223163","2011-10-18 00:00:00"
"Gerrard's Corner","25 Gerrard Street London W1D 6JL","Type - Restaurant","St James's","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=KMIDQRRP10L00","51.51137692","-.13188281","2009-10-30 00:00:00"
"Century Club","61-63 Shaftesbury Avenue London W1D 6LQ","Type - Club or institution","West End","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MU5FOXRP1RW00","51.51215459","-.13215364","2013-10-25 00:00:00"
"Misato Restaurant","11 Wardour Street London W1D 6PG","Type - Restaurant","St James's","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=J06PG6RPZ9000","51.51084786","-.13197651","2007-03-25 00:00:00"
"O'Neills Public House","33 Wardour Street London W1D 6PU","Type - Public house or pub restaurant","St James's","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MVJME9RP0R000","51.51134786","-.13231634","2013-11-18 00:00:00"
"The Friendly Society","Basement 79 Wardour Street London W1D 6QB","Type - Night clubs and discos","West End","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=LYCSIARP17S00","51.51238009","-.13332618","2012-03-20 00:00:00"
"Yo! Sushi","Unit 34a Trocadero 13 Coventry Street London W1D 7AB","Type - Restaurant","St James's","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MY02TPRP0R000","51.51096345","-.13302381","2014-01-29 00:00:00"
"Biagio's","Unit F1 Basement Trocadero 13 Coventry Street London W1D 7DH","Type - Restaurant","St James's","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=LMGUZHRP10L00","51.51052494","-.13315702","2011-08-26 00:00:00"
"No 4 Mayfair","First Floor 4 Mill Street London W1S 2AX","Type - Club or institution","West End","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MCTG10RP1GC00","51.51244303","-.14238862","2013-08-05 00:00:00"
"Raoul's Deli","8 Clifton Road London W9 1SS","Type - Cafe","Little Venice","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=KABJQWRP10200","51.52589554","-.17907770","2013-08-05 00:00:00"
"Brasserie Blanc","35 The Market Covent Garden London WC2E 8RF","Type - Restaurant","St James's","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MPGPAPRP0R000","51.51207104","-.12297681","2013-07-29 00:00:00"
"Suda","23 Slingsby Place London WC2E 9AB","Type - Restaurant","St James's","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MSR5CQRP1GC00","51.51273418","-.12620665","2013-09-19 00:00:00"
"Giraffe Concepts Limited","120 Wilton Road London SW1V 1HX","Type - Restaurant","Warwick","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=M1PGBFRP1DX00","51.49388790","-.14216340","2014-01-31 00:00:00"
"West Cornwall Pasty Co","Unit M5a Main Concourse Victoria Station Terminus Place London SW1V 1JT","Type - Kiosk within another property","Warwick","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=L47JF7RP1CU00","51.49498390","-.14436622","2010-08-05 00:00:00"
"Shoryu Soho","2-3 Denman Street London W1D 7HA","Type - Restaurant","West End","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MN3LXARP0R000","51.51089421","-.13432365","2013-06-05 00:00:00"
"Grace","42 - 44 Great Windmill Street London W1D 7LU","Type - Restaurant","West End","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MQLNFYRP17S00","51.51109237","-.13434438","2013-08-13 00:00:00"
"Ed's Easy Diner","Unit 34B Trocadero 19 Rupert Street London W1D 7PN","Type - Restaurant","St James's","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=KUACHWRP19700","51.51096345","-.13302381","2013-12-02 00:00:00"
"Yauatcha","Basement And Ground Floor 15 - 17 Broadwick Street London W1F 0DE","Type - Restaurant","West End","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MNM9U5RP1GC00","51.51353527","-.13528225","2013-10-10 00:00:00"
"Crockfords Club","Worcester House 30 Curzon Street London W1J 7TN","Type - Casino or gambling club","West End","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MUT7ESRP0R000","51.50645203","-.14908791","2013-11-21 00:00:00"
"Gourmet Burger Kitchen","102 Baker Street London W1U 6TL","Type - Restaurant","Marylebone High Street","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=LI7HBGRP1EH00","51.52072489","-.15662459","2011-06-08 00:00:00"
"Annam Food And Wine","25 Leinster Terrace London W2 3ET","Type - Shop","Lancaster Gate","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=J6XBZ7RPVP000","51.51167254","-.18333420","2013-07-17 00:00:00"
"The Carlton Tavern","Carlton Tavern 33A Carlton Vale London NW6 5EU","Type - Public house or pub restaurant","Maida Vale","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MT0VHBRP1GC00","51.53209471","-.19150369","2013-10-04 00:00:00"
"The Blue Jade Thai Restaurant","44 Hugh Street London SW1V 4EP","Type - Restaurant","Warwick","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MMQF37RP0R000","51.49159227","-.14654948","2013-05-28 00:00:00"
"Rileys IQ.","10 Semley Place London SW1W 9QL","Type - Snooker hall or club","Churchill","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MVJALIRP1FN00","51.49217727","-.14999744","2013-12-06 00:00:00"
"University Of Westminster","307-309 Regent Street London W1B 2UW","Type - University","West End","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MX8D8HRP1RW00","51.51680209","-.14337875","2014-01-22 00:00:00"
"Just Falafs","155 Wardour Street London W1F 8WA","Type - Restaurant","West End","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=LYCZQRRP1IC00","51.51431184","-.13491905","2012-04-05 00:00:00"
"Fujitsu Services","22 Baker Street London W1U 7AA","Type - Restaurant","Marylebone High Street","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=KS6H9QRP19600","51.51771751","-.15523260","2010-01-13 00:00:00"
"Leinster Arms Public House","17 Leinster Terrace London W2 3EU","Type - Public house or pub restaurant","Lancaster Gate","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MCAW4TRP1DX00","51.51167416","-.18285856","2012-12-19 00:00:00"
"Paddington Railway Club","68 Chepstow Road London W2 5BE","Type - Club or institution","Bayswater","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=J8OEEYRPAQ000","51.51708317","-.19538453","2007-06-07 00:00:00"
"Le Deuxieme","65A Long Acre London WC2E 9JD","Type - Restaurant","St James's","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=J4V5TXRP3P000","51.51392090","-.12281430","2006-12-04 00:00:00"
"Astral Cafe","8 Regency Place London SW1P 2EB","Type - Cafe","St James's","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=LBRXR8RP10000","51.49460870","-.13262604","2011-02-08 00:00:00"
"Mildred's Restaurant","45 Lexington Street London W1F 9AN","Type - Restaurant","West End","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=J2ADRURPZ9000","51.51302382","-.13648492","2006-11-16 00:00:00"
"Caviar House Restaurant","Ground Floor 161 Piccadilly London W1J 9EA","Type - Restaurant","St James's","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MCR667RP1DX00","51.50757067","-.14078551","2012-11-21 00:00:00"
"Fortnum & Mason","181-184 Piccadilly London W1J 9ES","Type - Restaurant","St James's","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=LYZ5UCRP1DX00","51.50814826","-.13808166","2012-03-05 00:00:00"
"San Carlo Cicchetti","215 Piccadilly London W1J 9HL","Type - Restaurant","St James's","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MDSQMORP1GC00","51.50943207","-.13511834","2012-12-19 00:00:00"
"B A F T A (British Academy Of Film And Television Arts)","195 Piccadilly London W1J 9LN","Type - Shop","St James's","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MFR0ASRP17S00","51.50867786","-.13745483","2013-02-05 00:00:00"
"The Portland Hospital For Women & Children","Ground Floor To Eighth Floor 205 - 209 Great Portland Street London W1W 5AH","Type - Private Hospitals and Clinics","Marylebone High Street","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=KEYECWRP10000","51.52293288","-.14438352","2009-03-05 00:00:00"
"Westpoint - Abbey Court Hotel","174 Sussex Gardens London W2 1TP","Type - Hotel, 3 star or under","Hyde Park","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=KV3PO8RP13800","51.51486399","-.17401207","2010-01-15 00:00:00"
"The Pizza Factory","120 Bayswater Road London W2 3JH","Type - Restaurant","Lancaster Gate","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MI7SWURP1IC00","51.51056634","-.18623160","2013-04-08 00:00:00"
"Cambridge Hotel","93 Charing Cross Road London WC2H 0DP","Type - Public house or pub restaurant","West End","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=KWG94RRP19600","51.51357925","-.12957324","2010-03-23 00:00:00"
"National Portrait Gallery","National Portrait Gallery 2 St Martin's Place London WC2H 0HE","Type - Museums & Art Galleries","St James's","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=LLRBA1RP10000","51.50940744","-.12849036","2011-06-15 00:00:00"
"Manbar","79 Charing Cross Road London WC2H 0NE","Type - Night clubs and discos","St James's","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MOAHCCRP0R000","51.51220964","-.12883669","2013-09-10 00:00:00"
"Longshots Bar","75 Charing Cross Road London WC2H 0NE","Type - Night clubs and discos","St James's","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MPF1M9RP0R000","51.51220964","-.12883669","2013-07-25 00:00:00"
"Harry Morgan Restaurant","31 St John's Wood High Street London NW8 7NH","Type - Restaurant","Regent's Park","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MVYGHRRP1FN00","51.53288109","-.17030666","2013-12-17 00:00:00"
"Thai Street","23 Foley Street London W1W 6DU","Type - Restaurant","West End","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MMS74ARP1GC00","51.51937318","-.14049230","2013-08-27 00:00:00"
"Bizzarro Restaurant","18 - 22 Craven Road London W2 3PX","Type - Restaurant","Hyde Park","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=KSXX2YRP0C200","51.51493215","-.17723775","2010-03-03 00:00:00"
"Spar","42 Craven Road London W2 3QA","Type - Food store","Lancaster Gate","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=KHS2C6RP10000","51.51369090","-.17953558","2009-05-08 00:00:00"
"Kyashii Restaurant","4A Upper St Martin's Lane London WC2H 9NY","Type - Restaurant","St James's","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MGEU75RP1GC00","51.51282564","-.12686584","2013-01-29 00:00:00"
"Costcutter Express","23 Strutton Ground London SW1P 2HY","Type - Shop","St James's","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=J54GYGRP3P000","51.49719677","-.13364401","2007-03-09 00:00:00"
"Terracafe Restaurant","The Colonnades Unit 1 To 2 Fountain Square London SW1W 9SH","Type - Restaurant","Warwick","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=KYEB3MRP19700","51.49311172","-.14653107","2010-07-28 00:00:00"
"Nero Express","Paddington Station Concourse Praed Street London W2 1RH","Type - Kiosk within another property","Hyde Park","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=M4VRY0RP1DX00","51.51649180","-.17749257","2012-08-07 00:00:00"
"Hyde Park Paddington Hotel","Shaftesbury Hyde Park Paddington Hotel 78-82 Westbourne Terrace London W2 6QA","Type - Hotel, 3 star or under","Hyde Park","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=J0FIHMRPBP000","51.51580680","-.18028717","2006-11-06 00:00:00"
"Cafe Pacifico","Ground Floor 5 Langley Street London WC2H 9JA","Type - Restaurant","St James's","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=J4I81HRP3P000","51.51318261","-.12500646","2007-04-04 00:00:00"
"Civil Service Club","13-15 Great Scotland Yard London SW1A 2HJ","Type - Club or institution","St James's","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=M9VMTPRP1ID00","51.50659287","-.12568046","2012-10-24 00:00:00"
"The Trafalgar Hotel","2 Spring Gardens London SW1A 2TS","Type - Hotel, 4+ star or major chain","St James's","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MUG7UORP1RW00","51.50731582","-.12928216","2013-11-20 00:00:00"
"Malthurst Vauxhall Bridge","St Nicholas Filling Station 148-158 Vauxhall Bridge Road London SW1V 2RE","Type - Petrol filling station","Vincent Square","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MOWKR1RP1GC00","51.49257679","-.13717478","2013-07-08 00:00:00"
"Bills","36 Brewer Street London W1F 9TA","Type - Cafe","West End","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MIF97IRP0R000","51.51181790","-.13529473","2013-05-11 00:00:00"
"CB Richard Ellis","8 Henrietta Place London W1G 0NB","Type - Office","Marylebone High Street","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=LLNG4WRP10000","51.51567653","-.14783483","2011-11-10 00:00:00"
"Barley Mow","82 Duke Street London W1K 6JF","Type - Public house or pub restaurant","West End","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=LYTL5KRP17S00","51.51292938","-.15097276","2014-02-12 00:00:00"
"Basement 92","Basement And Ground Floor 90-92 Wigmore Street London W1U 3RF","Type - Restaurant","Marylebone High Street","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MUICIXRP1GC00","51.51611010","-.15137723","2014-01-31 00:00:00"
"Tortilla","Ground Floor 6 Market Place London W1W 8AE","Type - Restaurant","West End","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MO0SWIRP1GC00","51.51651549","-.14004657","2013-06-24 00:00:00"
"Gourmet Burger Kitchen","50 Westbourne Grove London W2 5SH","Type - Restaurant","Bayswater","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MJPBRGRP17S00","51.51559612","-.19166718","2013-05-11 00:00:00"
"W2 Express","62A Westbourne Grove London W2 5SH","Type - Shop","Bayswater","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MAJKF0RP1IC00","51.51551557","-.19227570","2012-10-15 00:00:00"
